3,999,100,5.3
1,1003,9.01961,30.3
2,1007,100,2.2
3,1007,100,5.3
1,1015,9.01961,30.5
2,1020,100,2.2
3,1020,100,5.3
1,1028,9.01961,30.8
3,1029,100,5.3
2,1029,100,2.2
3,1036,100,5.3
1,1036,9.01961,30.3
2,1041,99.6078,2.2
3,1049,100,5.3
1,1049,9.01961,30.5
2,1054,100,2.2
3,1057,100,5.2
1,1060,9.01961,30.8
2,1061,100,2.2
3,1069,100,5.3
1,1069,9.01961,30.5
2,1073,100,2.2
3,1079,100,5.3
1,1086,9.01961,30.3
2,1086,100,2.2
3,1090,100,5.3
1,1094,9.01961,30.3
2,1095,100,2.2
3,1102,100,5.3
1,1102,9.01961,30.3
2,1105,100,2.2
3,1110,100,5.2
1,1115,9.01961,30.3
2,1118,100,2.2
3,1118,100,5.2
1,1126,9.01961,30.3
2,1127,100,2.2
3,1132,100,5.3
1,1135,9.01961,30.3
2,1142,100,2.2
3,1142,100,5.2
1,1147,9.01961,30.5
2,1152,100,2.2
3,1152,100,5.2
1,1160,9.01961,30.3
2,1161,100,2.2
3,1167,100,5.3
1,1167,9.01961,30.3
2,1171,100,2.2
3,1175,100,5.3
1,1180,9.01961,30.8
3,1181,100,5.2
2,1189,100,2.1
3,1193,100,5.2
1,1193,9.01961,30.3
2,1194,99.6078,2.2
3,1200,100,5.3
1,1200,9.01961,30.3
2,1205,100,2.2
3,1212,100,5.2
1,1212,9.01961,30.5
2,1216,100,2.2
3,1221,100,5.2
1,1226,9.01961,30.3
2,1226,100,2.2
3,1230,100,5.3
1,1233,9.01961,30.3
2,1237,100,2.2
3,1241,100,5.2
1,1246,9.01961,30.5
2,1250,100,2.2
3,1254,100,5.2
1,1258,9.01961,30.3
2,1262,100,2.2
3,1263,100,5.2
1,1270,9.01961,30.3
2,1270,100,2.2
3,1273,100,5.3
1,1277,9.01961,30.3
2,1281,100,2.2
3,1281,100,5.2
1,1290,9.01961,30.3
2,1294,100,2.2
3,1294,100,5.2
1,1303,9.01961,30.3
2,1303,100,2.2
3,1307,100,5.3
1,1310,9.01961,30.3
3,1315,100,5.2
2,1315,100,2.1
1,1324,9.01961,30.3
3,1324,100,5.2
2,1327,99.6078,2.2
1,1336,9.01961,30.8
3,1336,100,5.2
2,1336,99.6078,2.2
1,1343,9.01961,30.3
3,1343,100,5.3
2,1348,100,2.2
3,1355,100,5.2
1,1355,9.01961,30.3
2,1359,100,2.2
3,1365,100,5.3
1,1365,9.01961,30.3
2,1369,100,2.2
3,1376,100,5.3
1,1376,9.01961,30.3
2,1381,100,2.1
3,1384,100,5.2
1,1389,9.01961,30.3
2,1392,100,2.2
3,1392,100,5.2
1,1397,9.01961,30.3
2,1400,100,2.2
3,1405,100,5.3
1,1408,9.01961,30.3
2,1414,100,2.2
3,1417,100,5.2
1,1422,9.01961,30.3
2,1427,100,2.1
3,1427,100,5.2
1,1429,9.01961,30.3
2,1433,100,2.2
3,1438,100,5.2
1,1442,9.01961,30.3
3,1446,100,5.3
2,1446,100,2.2
1,1453,9.01961,30.3
3,1453,100,5.3
2,1459,100,2.2
1,1467,9.01961,30.3
3,1467,100,5.3
2,1467,100,2.2
3,1474,100,5.2
1,1474,9.01961,30.3
2,1479,100,2.2
3,1487,100,5.2
1,1487,9.01961,30.3
2,1492,100,2.2
3,1495,100,5.3
1,1499,9.01961,30.8
2,1499,100,2.2
3,1504,100,5.3
1,1508,9.01961,30.3
2,1511,100,2.2
3,1520,100,5.2
1,1520,9.01961,30.3
2,1524,100,2.2
3,1524,100,5.2
1,1533,9.01961,30.3
2,1533,100,2.2
3,1536,100,5.2
1,1541,9.01961,30.3
2,1545,100,2.2
3,1553,100,5.3
1,1553,9.01961,30.3
2,1557,100,2.2
3,1557,100,5.3
1,1565,9.01961,30.3
2,1565,100,2.2
3,1568,100,5.3
1,1572,9.01961,30.3
3,1577,100,5.2
2,1577,100,2.2
1,1585,9.01961,30.8
3,1586,100,5.2
2,1591,100,2.2
3,1598,100,5.2
1,1598,9.01961,30.3
2,1599,100,2.2
3,1605,100,5.3
1,1606,9.01961,30.3
2,1610,100,2.2
3,1615,100,5.2
1,1622,9.01961,31
2,1623,100,2.2
3,1631,100,5.3
1,1631,9.01961,30.3
2,1631,100,2.2
3,1635,100,5.2
1,1639,9.01961,30.3
2,1642,100,2.2
3,1646,100,5.2
1,1651,9.01961,30.3
2,1654,100,2.2
3,1655,100,5.2
1,1664,9.01961,30.3
2,1664,100,2.2
3,1667,100,5.2
1,1671,9.01961,30.3
2,1676,100,2.2
3,1679,100,5.2
1,1684,9.01961,30.3
2,1688,100,2.2
3,1688,100,5.2
1,1694,9.01961,30.3
3,1695,100,5.2
2,1699,100,2.2
1,1702,9.01961,30.3
3,1708,100,5.2
2,1709,100,2.2
3,1717,100,5.3
1,1717,9.01961,30.3
2,1724,100,2.2
3,1725,100,5.2
1,1728,9.01961,30.3
2,1729,100,2.2
3,1736,100,5.2
1,1737,9.01961,30.3
2,1740,100,2.2
3,1746,100,5.3
1,1753,9.01961,30.3
2,1754,100,2.2
3,1757,100,5.2
1,1760,9.01961,30.3
2,1761,100,2.2
3,1769,100,5.3
1,1770,9.01961,30.3
2,1773,100,2.2
3,1778,100,5.2
1,1783,9.01961,30.3
2,1786,100,2.2
3,1787,100,5.2
1,1794,9.01961,30.3
2,1795,100,2.2
3,1802,100,5.3
1,1803,9.01961,30.8
2,1806,100,2.2
3,1815,100,5.2
1,1815,9.01961,30.3
2,1821,100,2.2
3,1822,100,5.2
1,1827,9.01961,30.3
3,1827,100,5.2
2,1831,100,2.2
1,1839,9.01961,30.3
3,1840,100,5.3
2,1840,100,2.2
1,1846,9.01961,30.3
3,1847,100,5.3
2,1852,100,2.2
3,1858,100,5.3
1,1859,9.01961,30.3
2,1862,100,2.2
3,1869,100,5.3
1,1869,9.01961,30.3
2,1871,100,2.2
3,1876,100,5.2
1,1880,9.01961,30.3
2,1883,100,2.2
3,1889,100,5.2
1,1892,9.01961,30.3
2,1897,100,2.2
3,1897,100,5.2
1,1904,9.01961,30.3
2,1905,100,2.2
3,1908,100,5.2
1,1912,9.01961,30.3
2,1917,100,2.2
3,1917,100,5.2
1,1925,9.01961,30.3
2,1930,100,2.2
3,1931,100,5.3
1,1937,9.01961,30.3
2,1938,100,2.2
3,1941,100,5.2
1,1945,9.01961,30.3
3,1951,100,5.3
2,1951,100,2.2
1,1957,9.01961,30.3
3,1958,100,5.3
2,1963,100,2.1
1,1965,9.01961,30.3
3,1966,100,5.2
2,1970,100,2.2
3,1977,100,5.2
1,1977,9.01961,30.3
2,1981,100,2.2
3,1986,100,5.2
1,1989,9.01961,30.3
2,1995,100,2.2
3,1999,100,5.2
1,2000,9.01961,30.3
2,2003,100,2.2
3,2011,100,5.2
1,2011,9.01961,30.5
2,2015,100,2.1
3,2020,100,5.2
1,2023,9.01961,30.3
2,2023,99.6078,2.2
3,2028,100,5.3
1,2035,9.01961,30.3
2,2035,100,2.2
3,2040,100,5.2
1,2044,9.01961,30.8
2,2049,100,2.2
3,2050,100,5.3
1,2057,9.01961,30.3
2,2061,100,2.2
3,2061,100,5.2
1,2068,9.01961,30.3
2,2068,100,2.2
3,2073,100,5.2
1,2077,9.01961,30.3
2,2080,100,2.2
3,2080,100,5.3
1,2090,9.01961,30.5
3,2090,100,5.3
2,2093,100,2.2
1,2101,9.01961,30.3
3,2102,100,5.2
2,2102,100,2.2
1,2110,9.01961,30.3
3,2110,100,5.3
2,2114,100,2.2
3,2122,100,5.2
1,2122,9.01961,30.3
2,2126,100,2.2
3,2129,100,5.3
1,2129,9.01961,30.3
2,2135,100,2.2
3,2142,100,5.2
1,2142,9.01961,30.5
2,2147,100,2.2
3,2151,100,5.2
1,2154,9.01961,30.3
2,2159,100,2.2
3,2162,100,5.2
1,2163,9.01961,30.3
2,2167,100,2.2
3,2174,100,5.2
1,2175,9.01961,30.8
2,2179,100,2.2
1,2187,9.01961,30.3
2,2191,100,2.2
3,2192,100,5.2
1,2194,9.01961,30.3
2,2199,100,2.1
3,2204,100,5.2
1,2206,9.01961,30.3
2,2212,100,2.2
3,2217,100,5.3
1,2220,9.01961,30.3
3,2220,100,5.2
2,2225,100,2.2
1,2228,9.01961,30.3
3,2232,100,5.2
2,2232,100,2.1
3,2240,100,5.2
1,2241,9.01961,30.3
2,2244,100,2.2
3,2254,100,5.2
1,2254,9.01961,30.3
2,2258,100,2.2
3,2260,100,5.2
1,2265,9.01961,30.8
2,2266,100,2.2
3,2269,100,5.3
1,2272,9.01961,30.3
2,2276,100,2.2
3,2280,100,5.2
1,2285,9.01961,30.3
2,2286,100,2.1
3,2289,100,5.2
1,2298,9.01961,30.3
2,2299,100,2.2
3,2302,100,5.2
1,2305,9.01961,30.3
2,2310,100,2.2
3,2311,100,5.3
1,2322,9.01961,30.3
2,2323,100,2.2
3,2323,100,5.2
1,2330,9.01961,30.3
2,2331,100,2.2
3,2333,100,5.2
1,2338,9.01961,30.3
2,2342,100,2.2
3,2342,100,5.3
1,2351,9.01961,30.3
3,2352,100,5.2
2,2354,100,2.2
1,2363,9.01961,30.8
3,2364,100,5.2
2,2364,100,2.1
3,2371,100,5.2
1,2371,9.01961,30.3
2,2376,99.6078,2.2
3,2384,100,5.2
1,2384,9.01961,30.3
2,2388,100,2.2
3,2391,100,5.2
1,2395,9.41177,30.3
2,2396,100,2.1
3,2401,100,5.3
1,2404,9.01961,31
2,2408,99.6078,2.3
3,2411,100,5.3
1,2416,9.01961,30.8
2,2420,100,2.2
3,2424,100,5.3
1,2428,9.01961,30.5
2,2429,100,2.2
3,2432,100,5.3
1,2437,9.01961,30.5
2,2441,100,2.2
3,2441,100,5.3
1,2448,9.01961,30.3
2,2455,100,2.2
3,2455,100,5.2
1,2462,9.01961,30.3
2,2463,100,2.2
3,2464,100,5.2
1,2470,9.01961,30.3
2,2474,100,2.2
3,2474,100,5.2
1,2481,9.01961,30.3
2,2486,100,2.2
3,2486,100,5.3
1,2494,9.01961,30.3
3,2495,100,5.2
2,2495,100,2.1
1,2502,9.01961,30.3
3,2503,100,5.2
2,2507,99.6078,2.2
3,2515,100,5.2
1,2516,9.01961,30.5
2,2519,100,2.2
3,2527,100,5.2
1,2528,9.01961,30.3
2,2528,100,2.2
3,2535,100,5.2
1,2536,9.01961,30.3
2,2539,100,2.2
3,2547,100,5.2
1,2547,9.01961,30.8
2,2551,100,2.2
3,2555,100,5.2
1,2560,9.01961,30.3
2,2561,100,2.1
3,2563,100,5.2
1,2568,9.01961,30.8
2,2571,100,2.2
3,2576,100,5.2
1,2580,9.01961,30.3
2,2583,100,2.2
3,2584,100,5.2
1,2593,9.01961,30.3
2,2594,100,2.2
3,2597,100,5.2
1,2600,9.01961,30.3
2,2606,100,2.2
3,2608,100,5.2
1,2613,9.01961,30.3
2,2616,100,2.2
3,2617,100,5.3
1,2625,9.01961,30.3
3,2626,100,5.2
2,2628,100,2.2
1,2638,9.01961,30.3
3,2639,100,5.2
2,2639,100,2.2
3,2646,100,5.2
1,2646,9.01961,30.3
2,2650,100,2.2
3,2657,100,5.2
1,2657,9.01961,30.3
2,2662,100,2.2
3,2665,100,5.2
1,2665,9.01961,31
2,2670,100,2.2
3,2674,100,5.3
1,2678,9.01961,30.3
2,2682,100,2.2
3,2690,100,5.3
1,2690,9.01961,30.3
2,2695,100,2.2
3,2695,100,5.2
1,2699,9.01961,30.1
2,2703,100,2.2
3,2709,100,5.3
1,2712,9.01961,30.3
2,2716,100,2.2
3,2717,100,5.2
1,2723,9.01961,30.3
2,2727,100,2.2
3,2727,100,5.2
1,2732,9.01961,30.3
3,2736,100,5.2
2,2736,100,2.2
1,2743,9.01961,30.3
3,2748,100,5.2
2,2748,100,2.2
1,2757,9.01961,30.3
3,2757,100,5.2
2,2761,100,2.1
3,2764,100,5.3
1,2764,9.01961,30.5
2,2768,100,2.2
3,2777,100,5.2
1,2777,9.01961,30.3
2,2781,100,2.2
3,2785,100,5.3
1,2789,9.01961,30.8
2,2794,100,2.2
3,2798,100,5.2
1,2798,9.01961,30.3
2,2802,100,2.2
3,2806,100,5.2
1,2809,9.01961,30.3
2,2814,100,2.2
3,2817,100,5.2
1,2822,9.01961,30.3
2,2823,100,2.2
3,2826,100,5.2
2,2835,100,2.2
3,2839,100,5.2
1,2842,9.01961,30.3
2,2847,100,2.2
3,2847,100,5.2
1,2854,9.01961,30.3
2,2859,100,2.2
3,2859,100,5.3
1,2866,9.01961,30.3
3,2866,100,5.3
2,2866,100,2.2
1,2875,9.01961,30.3
3,2875,100,5.2
2,2880,100,2.2
3,2888,100,5.3
1,2888,9.01961,30.3
2,2892,100,2.2
3,2896,100,5.2
1,2896,9.01961,30.3
2,2899,100,2.2
3,2908,100,5.2
1,2908,9.01961,30.3
2,2912,100,2.2
3,2916,100,5.2
1,2921,9.01961,30.3
2,2925,100,2.1
3,2929,100,5.2
1,2929,9.01961,30.3
2,2933,99.6078,2.2
3,2941,100,5.2
1,2941,9.01961,30.1
2,2945,100,2.2
3,2945,100,5.2
1,2953,9.01961,30.3
2,2957,100,2.2
3,2957,100,5.2
1,2966,9.01961,30.3
2,2966,100,2.2
3,2969,100,5.2
1,2973,9.01961,30.3
2,2977,100,2.2
3,2982,100,5.2
1,2986,9.01961,30.3
3,2986,100,5.2
2,2990,100,2.2
1,2994,9.01961,30.3
3,2999,100,5.2
2,2999,100,2.2
3,3006,100,5.3
1,3006,9.01961,30.3
2,3010,100,2.2
3,3018,100,5.2
1,3018,9.01961,30.3
2,3024,100,2.1
3,3027,100,5.3
1,3031,9.01961,30.3
2,3031,100,2.2
3,3039,100,5.3
1,3039,9.01961,30.8
2,3044,100,2.2
3,3048,100,5.2
1,3051,9.01961,30.3
2,3056,100,2.2
3,3060,100,5.2
1,3064,9.01961,30.3
2,3064,100,2.2
3,3067,100,5.2
1,3072,9.01961,30.1
2,3076,100,2.2
3,3080,100,5.2
1,3085,9.01961,30.3
2,3090,100,2.2
3,3091,100,5.2
1,3097,9.01961,30.3
2,3097,100,2.2
3,3100,100,5.2
1,3104,9.01961,30.3
2,3108,100,2.2
3,3108,100,5.3
1,3116,9.01961,30.3
2,3117,100,2.2
3,3120,100,5.2
1,3130,9.01961,30.3
3,3130,100,5.3
2,3130,100,2.2
1,3137,9.01961,30.3
3,3137,100,5.2
2,3141,99.6078,2.2
3,3150,100,5.2
1,3150,9.01961,30.3
2,3154,100,2.2
3,3157,100,5.2
1,3162,9.01961,30.3
2,3162,100,2.2
3,3171,100,5.2
1,3171,9.01961,30.3
2,3176,100,2.2
3,3179,100,5.2
1,3183,9.01961,30.3
1,3195,9.01961,30.3
2,3195,100,2.2
3,3198,100,5.2
1,3202,9.01961,30.3
2,3208,100,2.2
3,3208,100,5.3
1,3215,9.01961,30.3
2,3219,100,2.2
3,3219,100,5.2
1,3227,9.01961,30.3
2,3227,100,2.2
3,3231,100,5.2
1,3235,9.01961,30.3
2,3239,100,2.2
3,3239,100,5.2
1,3249,9.01961,30.3
2,3252,100,2.2
3,3252,100,5.3
1,3260,9.01961,30.3
3,3260,100,5.3
2,3260,100,2.2
1,3269,9.01961,30.3
3,3274,100,5.2
2,3274,100,2.2
3,3281,100,5.2
1,3281,9.01961,30.3
2,3285,100,2.2
3,3288,100,5.3
1,3294,9.01961,30.3
2,3294,100,2.2
3,3301,100,5.2
1,3301,9.01961,30.3
2,3310,100,2.2
3,3310,100,5.3
1,3314,9.01961,30.1
2,3317,100,2.2
3,3322,100,5.2
1,3330,9.01961,30.3
2,3330,100,2.2
3,3330,100,5.3
1,3334,9.01961,30.3
2,3339,100,2.2
3,3343,100,5.2
1,3347,9.01961,30.3
2,3350,100,2.2
3,3350,100,5.2
1,3359,9.01961,30.3
2,3359,100,2.2
3,3363,100,5.2
1,3367,9.01961,30.3
2,3372,100,2.2
3,3374,100,5.3
1,3380,9.01961,30.1
2,3382,100,2.2
3,3383,100,5.2
1,3392,9.01961,30.3
3,3392,100,5.2
2,3392,100,2.2
3,3399,100,5.2
1,3399,9.01961,30.3
2,3404,99.6078,2.2
3,3411,100,5.3
1,3412,9.01961,30.3
2,3415,100,2.2
3,3420,100,5.2
1,3425,9.01961,30.5
2,3425,100,2.2
3,3432,100,5.2
1,3433,9.01961,30.3
2,3437,100,2.2
3,3441,100,5.2
1,3444,9.01961,30.3
2,3449,100,2.2
3,3453,100,5.3
1,3457,9.01961,30.3
2,3458,100,2.2
3,3461,100,5.2
1,3464,9.01961,30.5
2,3469,100,2.2
3,3474,100,5.2
1,3477,9.01961,30.3
2,3481,100,2.2
3,3482,100,5.2
1,3489,9.01961,30.3
2,3490,100,2.2
3,3492,100,5.2
1,3497,9.01961,30.3
2,3503,100,2.2
3,3503,100,5.2
1,3510,9.01961,30.3
2,3513,100,2.2
3,3514,100,5.3
1,3522,9.01961,30.3
3,3522,100,5.2
2,3523,100,2.2
1,3530,9.01961,30.3
3,3531,100,5.2
2,3534,100,2.2
3,3543,100,5.2
1,3544,9.01961,30.3
2,3547,100,2.2
3,3551,100,5.3
1,3555,9.01961,30.3
2,3556,100,2.2
3,3563,100,5.2
1,3564,9.01961,30.8
2,3566,100,2.1
3,3571,100,5.2
1,3574,9.01961,30.3
2,3580,100,2.2
3,3583,100,5.2
1,3587,9.01961,30.3
2,3588,100,2.1
3,3596,100,5.2
1,3597,9.01961,30.3
2,3599,100,2.2
3,3603,100,5.2
1,3608,9.01961,30.3
2,3611,100,2.2
3,3612,100,5.3
1,3621,9.01961,30.3
2,3624,100,2.2
3,3624,100,5.2
1,3633,9.01961,30.5
3,3634,100,5.2
2,3634,100,2.2
1,3641,9.01961,30.3
3,3642,100,5.2
2,3645,99.6078,2.2
1,3653,9.01961,30.3
3,3654,100,5.2
2,3656,99.6078,2.2
3,3661,100,5.2
1,3662,9.01961,30.3
2,3666,100,2.2
3,3673,100,5.3
1,3674,9.01961,30.3
2,3678,100,2.2
3,3681,100,5.2
1,3685,9.01961,30.3
2,3690,100,2.2
3,3694,100,5.2
1,3695,9.01961,30.3
2,3697,100,2.2
3,3701,100,5.2
1,3705,9.01961,30.3
2,3710,100,2.2
3,3714,100,5.2
1,3718,9.01961,30.5
2,3723,100,2.2
3,3724,100,5.2
1,3727,9.01961,30.3
2,3735,100,2.2
3,3736,100,5.2
1,3738,9.01961,30.3
2,3744,100,2.2
3,3744,100,5.2
1,3752,9.01961,30.1
2,3759,100,2.2
3,3759,100,5.3
1,3760,9.01961,30.3
3,3764,100,5.3
2,3765,100,2.2
1,3772,9.01961,31
3,3773,100,5.2
2,3775,100,2.2
1,3785,9.01961,30.3
3,3786,100,5.2
2,3791,99.6078,2.2
1,3791,9.01961,30.3
3,3797,100,5.2
2,3797,100,2.2
1,3804,9.01961,30.8
3,3805,100,5.2
2,3809,100,2.2
3,3817,100,5.3
1,3817,9.01961,30.3
2,3820,100,2.2
3,3824,100,5.3
1,3830,9.01961,30.3
2,3831,100,2.2
3,3838,100,5.2
1,3839,9.01961,30.5
2,3842,100,2.2
3,3846,100,5.3
1,3849,9.01961,30.3
2,3853,100,2.2
3,3857,100,5.2
1,3861,9.01961,30.3
2,3862,100,2.2
3,3866,100,5.3
1,3869,9.01961,30.8
2,3874,100,2.2
3,3875,100,5.2
1,3882,9.01961,30.3
2,3886,100,2.2
3,3886,100,5.2
1,3894,9.01961,30.3
2,3895,100,2.2
3,3899,100,5.2
1,3903,9.41177,30.3
2,3907,100,2.2
3,3907,100,5.3
1,3915,9.01961,31
2,3919,100,2.2
3,3919,100,5.4
1,3928,9.01961,30.8
3,3928,100,5.3
2,3928,100,2.2
1,3936,9.01961,30.5
3,3936,100,5.3
2,3940,100,2.2
1,3949,9.01961,30.5
3,3949,100,5.3
2,3953,100,2.2
3,3960,100,5.2
1,3960,9.01961,30.3
2,3961,100,2.2
3,3968,100,5.3
1,3968,9.01961,30.3
2,3972,100,2.2
3,3981,100,5.3
1,3981,9.01961,30.3
2,3986,100,2.2
3,3990,100,5.3
1,3993,9.01961,30.3
2,3994,100,2.2
3,3997,100,5.3
1,4001,9.01961,30.3
2,4005,100,2.2
3,4010,100,5.2
1,4013,9.01961,30.3
2,4017,100,2.2
3,4017,100,5.2
1,4026,9.01961,30.5
2,4026,100,2.2
3,4032,100,5.2
1,4034,9.01961,30.3
2,4039,100,2.2
3,4043,100,5.2
1,4046,9.01961,30.3
2,4051,100,2.2
3,4051,100,5.2
1,4059,9.01961,30.3
3,4060,100,5.2
2,4062,100,2.2
1,4067,9.01961,30.3
3,4071,100,5.3
2,4071,100,2.2
1,4080,9.01961,30.3
3,4080,100,5.3
2,4084,100,2.2
3,4091,100,5.3
1,4091,9.01961,30.3
2,4095,100,2.2
3,4099,100,5.2
1,4099,9.01961,30.3
2,4104,100,2.2
3,4108,100,5.2
1,4112,9.01961,30.3
2,4112,100,2.2
3,4120,100,5.2
1,4125,9.01961,30.1
2,4125,100,2.2
3,4128,100,5.2
1,4133,9.01961,30.3
2,4137,100,2.2
3,4140,100,5.3
1,4145,9.01961,30.3
2,4145,100,2.2
3,4148,100,5.2
1,4157,9.01961,30.3
2,4158,100,2.2
3,4161,100,5.2
1,4166,9.01961,30.3
2,4170,100,2.2
3,4170,100,5.2
1,4177,9.01961,30.3
2,4181,100,2.2
3,4181,100,5.3
1,4190,9.01961,30.3
2,4191,100,2.2
3,4196,100,5.3
1,4203,9.01961,30.3
3,4203,100,5.2
2,4203,100,2.2
3,4211,100,5.2
1,4211,9.01961,30.3
2,4216,100,2.1
3,4218,100,5.2
1,4223,9.01961,30.3
2,4224,100,2.2
3,4230,100,5.2
1,4230,9.01961,30.3
2,4236,100,2.2
3,4240,100,5.2
